data_abertura,qtd_p1,qtd_p2,qtd_p3,qtd_p4,qtd_p5
2025-08-25,0.0,21.0,83.0,26.0,1.0
2025-08-26,0.0,119.0,99.0,30.0,0.0
2025-08-27,0.0,10.0,85.0,27.0,1.0
2025-08-28,0.0,26.0,124.0,72.0,0.0
2025-08-29,0.0,25.0,94.0,29.0,0.0
2025-08-30,0.0,8.0,55.0,30.0,0.0
2025-08-31,0.0,8.0,20.0,25.0,0.0
2025-09-01,0.0,39.0,125.0,710.0,0.0
2025-09-02,0.0,296.0,171.0,686.0,0.0
2025-09-03,0.0,41.0,114.0,918.0,0.0
2025-09-04,0.0,187.0,151.0,942.0,0.0
2025-09-05,0.0,56.0,149.0,825.0,0.0
2025-09-06,0.0,42.0,63.0,350.0,0.0
2025-09-07,0.0,34.0,62.0,273.0,0.0
2025-09-08,0.0,55.0,167.0,289.0,0.0
2025-09-09,0.0,57.0,154.0,391.0,0.0
2025-09-10,0.0,79.0,276.0,323.0,0.0
2025-09-11,0.0,42.0,174.0,306.0,0.0
2025-09-12,0.0,58.0,259.0,318.0,0.0
2025-09-13,0.0,23.0,110.0,433.0,0.0
2025-09-14,0.0,21.0,72.0,399.0,0.0
2025-09-15,0.0,96.0,198.0,378.0,1.0
2025-09-16,0.0,42.0,174.0,381.0,0.0
2025-09-17,0.0,52.0,187.0,354.0,0.0
2025-09-18,0.0,66.0,165.0,369.0,0.0
2025-09-19,0.0,70.0,164.0,445.0,0.0
2025-09-20,0.0,73.0,168.0,476.0,0.0
2025-09-21,0.0,46.0,105.0,530.0,0.0
2025-09-22,0.0,85.0,849.0,497.0,0.0
2025-09-23,0.0,250.0,240.0,403.0,0.0
2025-09-24,0.0,180.0,182.0,312.0,0.0
2025-09-25,0.0,66.0,155.0,407.0,0.0
2025-09-26,0.0,30.0,243.0,381.0,0.0
2025-09-27,0.0,22.0,109.0,433.0,0.0
2025-09-28,0.0,20.0,72.0,413.0,0.0
2025-09-29,0.0,39.0,160.0,460.0,0.0
2025-09-30,0.0,62.0,191.0,520.0,0.0
2025-10-01,0.0,47.0,141.0,544.0,1.0
2025-10-02,0.0,110.0,223.0,552.0,0.0
2025-10-03,0.0,109.0,323.0,631.0,0.0
2025-10-04,0.0,37.0,130.0,573.0,0.0
2025-10-05,0.0,13.0,103.0,437.0,0.0
2025-10-06,0.0,27.0,236.0,459.0,1.0
2025-10-07,0.0,272.0,162.0,662.0,2.0
2025-10-08,0.0,67.0,204.0,728.0,0.0
2025-10-09,0.0,93.0,174.0,807.0,0.0
2025-10-10,0.0,140.0,219.0,689.0,1.0
2025-10-11,0.0,12.0,98.0,430.0,0.0
2025-10-12,0.0,18.0,72.0,409.0,0.0
2025-10-13,0.0,72.0,100.0,455.0,0.0
2025-10-14,0.0,100.0,137.0,540.0,0.0
2025-10-15,0.0,117.0,153.0,439.0,0.0
2025-10-16,0.0,386.0,149.0,401.0,0.0
2025-10-17,0.0,50.0,121.0,362.0,0.0
2025-10-18,0.0,42.0,99.0,474.0,0.0
2025-10-19,0.0,31.0,101.0,399.0,0.0
2025-10-20,0.0,73.0,129.0,390.0,0.0
2025-10-21,0.0,77.0,190.0,443.0,1.0
2025-10-22,0.0,143.0,182.0,532.0,0.0
2025-10-23,0.0,130.0,182.0,444.0,0.0
2025-10-24,0.0,209.0,299.0,513.0,1.0
2025-10-25,0.0,24.0,74.0,501.0,0.0
2025-10-26,0.0,31.0,123.0,392.0,0.0
2025-10-27,0.0,48.0,120.0,400.0,0.0
2025-10-28,0.0,68.0,181.0,429.0,0.0
2025-10-29,0.0,35.0,185.0,396.0,0.0
2025-10-30,0.0,43.0,186.0,395.0,0.0
2025-10-31,0.0,79.0,298.0,387.0,0.0
2025-11-01,0.0,58.0,99.0,417.0,0.0
2025-11-02,0.0,44.0,95.0,417.0,0.0
2025-11-03,0.0,84.0,119.0,361.0,0.0
2025-11-04,0.0,69.0,133.0,344.0,0.0
2025-11-05,0.0,684.0,225.0,364.0,0.0
2025-11-06,0.0,58.0,140.0,331.0,0.0
2025-11-07,0.0,93.0,165.0,372.0,0.0
2025-11-08,0.0,50.0,128.0,412.0,0.0
2025-11-09,0.0,35.0,69.0,415.0,0.0
2025-11-10,0.0,64.0,209.0,392.0,0.0
2025-11-11,0.0,64.0,131.0,432.0,0.0
2025-11-12,0.0,107.0,206.0,379.0,0.0
2025-11-13,0.0,67.0,182.0,372.0,0.0
2025-11-14,0.0,58.0,105.0,420.0,0.0
2025-11-15,0.0,47.0,71.0,428.0,0.0
2025-11-16,0.0,23.0,69.0,446.0,0.0
2025-11-17,0.0,138.0,104.0,522.0,0.0
2025-11-18,0.0,89.0,111.0,574.0,0.0
2025-11-19,0.0,52.0,87.0,574.0,0.0
2025-11-20,0.0,243.0,56.0,517.0,0.0
2025-11-21,0.0,246.0,155.0,519.0,0.0
2025-11-22,0.0,148.0,212.0,532.0,0.0
2025-11-23,0.0,55.0,193.0,626.0,0.0
2025-11-24,0.0,112.0,269.0,553.0,0.0
2025-11-25,0.0,48.0,203.0,504.0,1.0
2025-11-26,0.0,85.0,282.0,538.0,0.0
2025-11-27,0.0,56.0,188.0,527.0,0.0
2025-11-28,0.0,62.0,237.0,524.0,1.0
2025-11-29,0.0,39.0,124.0,558.0,0.0
2025-11-30,0.0,91.0,100.0,616.0,0.0
2025-12-01,0.0,198.0,267.0,532.0,1.0
2025-12-02,0.0,67.0,220.0,495.0,0.0
2025-12-03,0.0,70.0,206.0,453.0,0.0
2025-12-04,0.0,45.0,188.0,508.0,3.0
2025-12-05,0.0,47.0,252.0,572.0,1.0
2025-12-06,0.0,22.0,130.0,599.0,0.0
2025-12-07,0.0,54.0,111.0,573.0,0.0
2025-12-08,0.0,74.0,170.0,528.0,0.0
2025-12-09,0.0,78.0,223.0,580.0,0.0
2025-12-10,0.0,73.0,178.0,549.0,1.0
2025-12-11,0.0,46.0,116.0,578.0,1.0
2025-12-12,0.0,45.0,141.0,541.0,0.0
2025-12-13,0.0,72.0,193.0,496.0,0.0
2025-12-14,0.0,54.0,173.0,468.0,0.0
2025-12-15,0.0,175.0,278.0,409.0,1.0
2025-12-16,0.0,54.0,356.0,665.0,1.0
2025-12-17,0.0,46.0,243.0,736.0,0.0
2025-12-18,0.0,101.0,300.0,604.0,0.0
2025-12-19,0.0,34.0,358.0,446.0,1.0
2025-12-20,0.0,64.0,339.0,581.0,0.0
2025-12-21,0.0,32.0,434.0,638.0,0.0
2025-12-22,0.0,181.0,624.0,565.0,0.0
2025-12-23,0.0,83.0,565.0,474.0,0.0
2025-12-24,0.0,35.0,516.0,378.0,0.0
2025-12-25,0.0,20.0,379.0,305.0,0.0
2025-12-26,0.0,34.0,420.0,456.0,0.0
2025-12-27,0.0,53.0,502.0,472.0,0.0
2025-12-28,0.0,46.0,391.0,392.0,0.0
2025-12-29,0.0,57.0,515.0,349.0,0.0
2025-12-30,0.0,29.0,468.0,369.0,0.0
2025-12-31,0.0,15.0,372.0,368.0,0.0
